Тип населенного пункта,Health,Housing Quality,Leisure Time,Life,Living Condition,Professional Wellbeing,Financial Situation
Село,7,8,9,9,7,8,5
Город,7,8,9,9,7,8,6
Город,7,8,9,9,7,8,7
Город,7,8,9,9,7,8,8
Село,7,8,9,9,7,8,8
Город,7,8,9,9,7,9,7
Село,7,8,9,9,7,9,7
Город,7,8,9,9,7,10,6
Город,7,8,9,9,7,10,8
Село,7,8,9,9,7,10,8
Город,7,8,9,9,7,89,7
Село,7,8,9,9,7,89,7
Город,7,8,9,9,7,89,9
Город,7,8,9,9,7,89,10
Город,7,8,9,9,8,4,7
Город,7,8,9,9,8,5,6
Город,7,8,9,9,8,6,9
Город,7,8,9,9,8,7,5
Город,7,8,9,9,8,7,7
Село,7,8,9,9,8,7,7
Город,7,8,9,9,8,7,8
Город,7,8,9,9,8,8,4
Село,7,8,9,9,8,8,7
Город,7,8,9,9,8,8,8
Село,7,8,9,9,8,8,8
Город,7,8,9,9,8,9,7
Село,7,8,9,9,8,9,8
Город,7,8,9,9,8,10,6
Город,7,8,9,9,8,10,7
Село,7,8,9,9,8,10,7
Село,7,8,9,9,8,10,8
Город,7,8,9,9,8,89,4
Село,7,8,9,9,8,89,4
Село,7,8,9,9,8,89,6
Город,7,8,9,9,8,89,7
Село,7,8,9,9,8,89,7
Город,7,8,9,9,8,89,8
Село,7,8,9,9,8,89,8
Город,7,8,9,9,9,4,6
Село,7,8,9,9,9,5,5
Город,7,8,9,9,9,7,8
Село,7,8,9,9,9,7,8
Село,7,8,9,9,9,7,9
Село,7,8,9,9,9,7,10
Город,7,8,9,9,9,8,6
Город,7,8,9,9,9,8,8
Село,7,8,9,9,9,8,8
Село,7,8,9,9,9,8,9
Город,7,8,9,9,9,9,9
Город,7,8,9,9,9,10,10
Город,7,8,9,9,9,89,8
Город,7,8,9,9,9,89,9
Город,7,8,9,9,9,89,10
Город,7,8,9,9,10,8,6
Город,7,8,9,9,10,8,7
Город,7,8,9,9,10,8,9
Село,7,8,9,9,10,9,7
Село,7,8,9,9,10,9,8
Село,7,8,9,9,10,9,9
Село,7,8,9,10,4,5,5
Город,7,8,9,10,5,5,10
Село,7,8,9,10,5,6,6
Село,7,8,9,10,5,6,9
Село,7,8,9,10,5,9,7
Город,7,8,9,10,5,10,7
Город,7,8,9,10,5,89,5
Город,7,8,9,10,5,89,7
Город,7,8,9,10,6,6,8
Село,7,8,9,10,6,8,7
Город,7,8,9,10,6,9,4
Город,7,8,9,10,6,10,4
Город,7,8,9,10,7,3,8
Село,7,8,9,10,7,7,4
Город,7,8,9,10,7,8,5
Город,7,8,9,10,7,8,6
Город,7,8,9,10,7,8,8
Село,7,8,9,10,7,9,4
Город,7,8,9,10,7,9,5
Село,7,8,9,10,7,9,5
Город,7,8,9,10,7,9,8
Село,7,8,9,10,7,10,4
Город,7,8,9,10,7,10,7
Город,7,8,9,10,7,89,9
Город,7,8,9,10,8,4,10
Город,7,8,9,10,8,8,5
Село,7,8,9,10,8,8,7
Село,7,8,9,10,8,8,8
Город,7,8,9,10,8,8,9
Город,7,8,9,10,8,9,89
Город,7,8,9,10,8,10,7
Село,7,8,9,10,8,10,7
Село,7,8,9,10,8,10,8
Город,7,8,9,10,8,10,9
Город,7,8,9,10,8,10,10
Село,7,8,9,10,8,10,10
Город,7,8,9,10,8,89,4
Город,7,8,9,10,8,89,5
Город,7,8,9,10,8,89,7
Село,7,8,9,10,9,6,8
Село,7,8,9,10,9,7,9
Село,7,8,9,10,9,7,10
Город,7,8,9,10,9,8,5
Село,7,8,9,10,9,8,7
Село,7,8,9,10,9,8,8
Село,7,8,9,10,9,9,89
Село,7,8,9,10,9,10,7
Город,7,8,9,10,9,89,8
Город,7,8,9,10,10,9,7
Село,7,8,9,10,10,89,6
Село,7,8,10,3,5,5,8
Город,7,8,10,4,5,8,8
Село,7,8,10,4,5,89,7
Город,7,8,10,4,6,8,6
Село,7,8,10,4,6,89,6
Село,7,8,10,4,7,8,8
Город,7,8,10,4,7,10,8
Город,7,8,10,4,7,89,4
Город,7,8,10,4,8,7,7
Село,7,8,10,4,9,8,10
Село,7,8,10,4,9,89,89
Село,7,8,10,5,4,8,5
Город,7,8,10,5,5,6,6
Село,7,8,10,5,5,8,10
Город,7,8,10,5,6,8,7
Город,7,8,10,5,6,89,5
Город,7,8,10,5,7,7,8
Село,7,8,10,5,7,7,8
Село,7,8,10,5,7,8,8
Город,7,8,10,5,7,8,9
Село,7,8,10,5,7,9,6
Город,7,8,10,5,7,10,9
Город,7,8,10,5,8,7,5
Город,7,8,10,5,8,7,7
Город,7,8,10,5,8,8,7
Город,7,8,10,5,8,9,7
Город,7,8,10,5,8,89,7
Город,7,8,10,5,9,8,9
Город,7,8,10,5,9,10,6
Село,7,8,10,5,9,89,7
Село,7,8,10,5,10,8,6
Город,7,8,10,5,10,9,4
Город,7,8,10,6,4,4,6
Село,7,8,10,6,6,10,4
Село,7,8,10,6,6,10,7
Город,7,8,10,6,6,10,8
Город,7,8,10,6,6,10,10
Село,7,8,10,6,6,89,5
Город,7,8,10,6,7,4,8
Село,7,8,10,6,7,5,7
Село,7,8,10,6,7,6,8
Село,7,8,10,6,7,7,5
Город,7,8,10,6,7,7,7
Село,7,8,10,6,7,8,5
Село,7,8,10,6,7,8,7
Село,7,8,10,6,7,8,8
Село,7,8,10,6,7,9,5
Город,7,8,10,6,7,9,7
Село,7,8,10,6,7,9,8
Город,7,8,10,6,7,10,8
Город,7,8,10,6,7,89,4
Село,7,8,10,6,7,89,89
Город,7,8,10,6,8,7,9
Село,7,8,10,6,8,8,7
Город,7,8,10,6,8,9,7
Город,7,8,10,6,8,9,9
Город,7,8,10,6,8,10,5
Город,7,8,10,6,8,10,9
Село,7,8,10,6,8,89,4
Город,7,8,10,6,8,89,9
Село,7,8,10,6,9,6,9
Село,7,8,10,6,9,9,6
Город,7,8,10,6,9,9,7
Город,7,8,10,6,9,9,8
Город,7,8,10,6,9,9,9
Город,7,8,10,6,9,89,7
Город,7,8,10,6,9,89,8
Село,7,8,10,6,10,7,6
Город,7,8,10,6,10,7,9
Город,7,8,10,6,10,8,6
Город,7,8,10,6,10,8,7
Город,7,8,10,6,10,8,8
Город,7,8,10,6,10,9,89
Село,7,8,10,6,10,9,89
Город,7,8,10,6,10,89,4
Город,7,8,10,7,4,4,7
Село,7,8,10,7,4,7,4
Город,7,8,10,7,4,8,7
Город,7,8,10,7,4,9,7
Село,7,8,10,7,5,3,7
Город,7,8,10,7,5,7,6
Село,7,8,10,7,5,7,7
Город,7,8,10,7,5,8,6
Город,7,8,10,7,5,9,8
Село,7,8,10,7,5,89,7
Село,7,8,10,7,6,7,7
Город,7,8,10,7,6,7,8
Город,7,8,10,7,6,9,7
Село,7,8,10,7,6,9,7
Село,7,8,10,7,6,9,8
Село,7,8,10,7,6,10,4
Город,7,8,10,7,6,10,6
Город,7,8,10,7,6,89,5
Село,7,8,10,7,6,89,5
Город,7,8,10,7,6,89,7
Город,7,8,10,7,6,89,8
Город,7,8,10,7,7,3,6
Село,7,8,10,7,7,5,7
Город,7,8,10,7,7,6,6
Город,7,8,10,7,7,7,6
Город,7,8,10,7,7,7,7
Село,7,8,10,7,7,7,7
Город,7,8,10,7,7,8,4
Город,7,8,10,7,7,8,5
Село,7,8,10,7,7,8,5
Город,7,8,10,7,7,8,6
Город,7,8,10,7,7,8,7
Село,7,8,10,7,7,8,7
Город,7,8,10,7,7,8,8
Село,7,8,10,7,7,8,8
Город,7,8,10,7,7,8,89
Село,7,8,10,7,7,9,6
Село,7,8,10,7,7,9,7
Село,7,8,10,7,7,9,8
Село,7,8,10,7,7,9,9
Село,7,8,10,7,7,10,5
Город,7,8,10,7,7,10,7
Село,7,8,10,7,7,89,2
Село,7,8,10,7,7,89,6
Село,7,8,10,7,7,89,8
Село,7,8,10,7,7,89,9
Село,7,8,10,7,8,5,7
Город,7,8,10,7,8,7,6
Город,7,8,10,7,8,7,7
Село,7,8,10,7,8,7,7
Город,7,8,10,7,8,7,8
Город,7,8,10,7,8,8,5
Город,7,8,10,7,8,8,6
Город,7,8,10,7,8,8,7
Село,7,8,10,7,8,8,7
Город,7,8,10,7,8,8,8
Село,7,8,10,7,8,8,8
Село,7,8,10,7,8,8,9
Город,7,8,10,7,8,8,10
Село,7,8,10,7,8,8,10
Город,7,8,10,7,8,9,6
Город,7,8,10,7,8,9,7
Село,7,8,10,7,8,9,7
Город,7,8,10,7,8,9,8
Село,7,8,10,7,8,10,4
Город,7,8,10,7,8,10,6
Город,7,8,10,7,8,10,7
Село,7,8,10,7,8,10,7
Город,7,8,10,7,8,89,6
Город,7,8,10,7,8,89,7
Село,7,8,10,7,8,89,7
Село,7,8,10,7,8,89,8
Город,7,8,10,7,9,4,7
Село,7,8,10,7,9,4,7
Город,7,8,10,7,9,7,7
Город,7,8,10,7,9,8,7
Село,7,8,10,7,9,8,7
Город,7,8,10,7,9,8,9
Село,7,8,10,7,9,9,7
Город,7,8,10,7,9,9,8
Город,7,8,10,7,9,9,9
Село,7,8,10,7,9,9,10
Город,7,8,10,7,9,10,5
Город,7,8,10,7,9,10,7
Село,7,8,10,7,9,10,7
Город,7,8,10,7,9,10,8
Село,7,8,10,7,9,10,8
Село,7,8,10,7,9,10,9
Город,7,8,10,7,9,89,6
Село,7,8,10,7,9,89,9
Город,7,8,10,7,10,3,4
Город,7,8,10,7,10,4,6
Село,7,8,10,7,10,5,6
Село,7,8,10,7,10,6,7
Город,7,8,10,7,10,7,6
Город,7,8,10,7,10,8,6
Село,7,8,10,7,10,8,7
Село,7,8,10,7,10,9,4
Село,7,8,10,7,10,9,6
Город,7,8,10,7,10,89,7
Село,7,8,10,7,10,89,8
Город,7,8,10,8,4,7,10
Город,7,8,10,8,4,89,10
Село,7,8,10,8,5,8,4
Город,7,8,10,8,5,10,5
Село,7,8,10,8,5,89,7
Село,7,8,10,8,6,7,8
Город,7,8,10,8,6,8,4
Село,7,8,10,8,6,10,6
Город,7,8,10,8,6,89,7
Село,7,8,10,8,7,4,7
Село,7,8,10,8,7,5,6
Город,7,8,10,8,7,5,7
Город,7,8,10,8,7,5,8
Город,7,8,10,8,7,5,9
Город,7,8,10,8,7,5,89
Город,7,8,10,8,7,6,4
Город,7,8,10,8,7,7,5
Город,7,8,10,8,7,7,7
Село,7,8,10,8,7,7,7
Город,7,8,10,8,7,7,8
Село,7,8,10,8,7,7,8
Город,7,8,10,8,7,7,9
Город,7,8,10,8,7,8,7
Село,7,8,10,8,7,8,7
Город,7,8,10,8,7,8,8
Село,7,8,10,8,7,8,8
Село,7,8,10,8,7,8,10
Город,7,8,10,8,7,9,4
Город,7,8,10,8,7,9,6
Город,7,8,10,8,7,9,8
Село,7,8,10,8,7,9,8
Село,7,8,10,8,7,10,8
Город,7,8,10,8,7,89,7
Село,7,8,10,8,7,89,8
Город,7,8,10,8,7,89,9
Село,7,8,10,8,8,1,6
Город,7,8,10,8,8,5,6
Село,7,8,10,8,8,5,8
Село,7,8,10,8,8,6,5
Село,7,8,10,8,8,7,4
Город,7,8,10,8,8,7,7
Село,7,8,10,8,8,7,8
Город,7,8,10,8,8,7,9
Город,7,8,10,8,8,8,5
Село,7,8,10,8,8,8,6
Город,7,8,10,8,8,8,7
Город,7,8,10,8,8,8,8
Село,7,8,10,8,8,8,8
Село,7,8,10,8,8,8,10
Город,7,8,10,8,8,9,6
Город,7,8,10,8,8,9,7
Село,7,8,10,8,8,9,7
Город,7,8,10,8,8,9,8
Город,7,8,10,8,8,9,10
Село,7,8,10,8,8,10,7
Село,7,8,10,8,8,10,10
Город,7,8,10,8,8,10,89
Село,7,8,10,8,8,89,5
Город,7,8,10,8,8,89,7
Город,7,8,10,8,8,89,8
Село,7,8,10,8,8,89,8
Село,7,8,10,8,8,89,10
Город,7,8,10,8,9,6,9
Город,7,8,10,8,9,7,7
Село,7,8,10,8,9,7,9
Город,7,8,10,8,9,8,4
Город,7,8,10,8,9,8,7
Город,7,8,10,8,9,8,9
Город,7,8,10,8,9,8,10
Село,7,8,10,8,9,9,7
Город,7,8,10,8,9,9,8
Город,7,8,10,8,9,89,7
Город,7,8,10,8,9,89,8
Город,7,8,10,8,9,89,10
Село,7,8,10,8,10,5,5
Город,7,8,10,8,10,7,7
Город,7,8,10,8,10,7,8
Город,7,8,10,8,10,7,10
Город,7,8,10,8,10,8,5
Село,7,8,10,8,10,9,7
Город,7,8,10,8,10,9,10
Село,7,8,10,8,10,10,10
Город,7,8,10,8,10,89,5
Город,7,8,10,9,3,4,7
Село,7,8,10,9,3,8,6
Село,7,8,10,9,4,8,5
Город,7,8,10,9,5,9,4
Город,7,8,10,9,5,9,7
Село,7,8,10,9,5,10,6
Село,7,8,10,9,5,10,10
Село,7,8,10,9,5,89,5
Город,7,8,10,9,6,4,7
Город,7,8,10,9,6,7,5
Город,7,8,10,9,6,8,6
Город,7,8,10,9,6,8,7
Город,7,8,10,9,6,8,9
Город,7,8,10,9,7,5,89
Город,7,8,10,9,7,6,7
Село,7,8,10,9,7,7,5
Город,7,8,10,9,7,8,4
Село,7,8,10,9,7,8,5
Село,7,8,10,9,7,8,6
Город,7,8,10,9,7,8,7
Село,7,8,10,9,7,8,7
Село,7,8,10,9,7,8,9
Село,7,8,10,9,7,10,7
Село,7,8,10,9,7,89,8
Город,7,8,10,9,8,4,9
Город,7,8,10,9,8,5,7
Село,7,8,10,9,8,7,4
Село,7,8,10,9,8,7,6
Село,7,8,10,9,8,8,3
Город,7,8,10,9,8,8,6
Село,7,8,10,9,8,8,6
Город,7,8,10,9,8,8,10
Село,7,8,10,9,8,89,6
Город,7,8,10,9,8,89,8
Село,7,8,10,9,9,5,8
Город,7,8,10,9,9,6,7
Город,7,8,10,9,9,7,7
Село,7,8,10,9,9,7,8
Город,7,8,10,9,9,8,6
Село,7,8,10,9,9,8,8
Город,7,8,10,9,9,8,10
Село,7,8,10,9,9,10,9
Город,7,8,10,9,9,10,10
Город,7,8,10,9,9,89,4
Село,7,8,10,9,9,89,4
Село,7,8,10,9,9,89,89
Село,7,8,10,9,10,6,6
Село,7,8,10,9,10,6,7
Село,7,8,10,9,10,8,4
Село,7,8,10,9,10,8,10
Город,7,8,10,9,10,9,6
Село,7,8,10,9,10,10,7
Город,7,8,10,9,10,10,8
Село,7,8,10,10,4,10,7
Село,7,8,10,10,4,89,7
Город,7,8,10,10,5,6,5
Село,7,8,10,10,5,8,7
Село,7,8,10,10,5,89,7
Город,7,8,10,10,6,7,8
Город,7,8,10,10,6,89,10
Город,7,8,10,10,7,5,7
Город,7,8,10,10,7,6,7
Село,7,8,10,10,7,7,8
Город,7,8,10,10,7,8,10
Село,7,8,10,10,7,10,7
Село,7,8,10,10,7,10,10
Город,7,8,10,10,7,89,4
Село,7,8,10,10,7,89,9
Город,7,8,10,10,7,89,89
Село,7,8,10,10,8,4,7
Село,7,8,10,10,8,6,89
Село,7,8,10,10,8,7,6
Город,7,8,10,10,8,7,7
Село,7,8,10,10,8,7,8
Село,7,8,10,10,8,7,10
Село,7,8,10,10,8,8,5
Село,7,8,10,10,8,8,7
Село,7,8,10,10,8,8,10
Город,7,8,10,10,8,9,6
Село,7,8,10,10,8,9,8
Город,7,8,10,10,8,9,10
Село,7,8,10,10,8,10,6
Город,7,8,10,10,8,10,10
Город,7,8,10,10,8,89,6
Город,7,8,10,10,8,89,10
Город,7,8,10,10,9,4,3
Город,7,8,10,10,9,6,7
Село,7,8,10,10,9,7,9
Село,7,8,10,10,9,7,10
Село,7,8,10,10,9,7,89
Город,7,8,10,10,9,8,9
Село,7,8,10,10,9,8,9
Город,7,8,10,10,9,9,8
Село,7,8,10,10,9,10,89
Город,7,8,10,10,9,89,8
Город,7,8,10,10,10,5,9
Город,7,8,10,10,10,7,7
Город,7,8,10,10,10,8,7
Село,7,8,10,10,10,8,7
Город,7,8,10,10,10,8,8
Село,7,8,10,10,10,8,8
Село,7,8,10,10,10,10,8
Село,7,8,10,10,10,89,7
Село,7,8,10,10,10,89,8
Город,7,8,89,5,6,89,7
Город,7,8,89,5,9,7,8
Город,7,8,89,6,8,8,5
Село,7,8,89,7,4,10,7
Город,7,8,89,7,5,7,6
Город,7,8,89,7,6,6,7
Город,7,8,89,7,6,8,10
Город,7,8,89,7,6,9,7
Село,7,8,89,7,6,89,7
Село,7,8,89,7,8,8,10
Город,7,8,89,7,9,7,9
Село,7,8,89,7,9,8,7
Город,7,8,89,7,9,9,7
Город,7,8,89,7,10,8,6
Город,7,8,89,7,10,10,7
Город,7,8,89,8,5,9,8
Город,7,8,89,8,7,8,5
Город,7,8,89,8,7,8,8
Село,7,8,89,8,7,9,7
Село,7,8,89,8,7,10,8
Город,7,8,89,8,8,7,5
Город,7,8,89,8,8,89,9
Село,7,8,89,8,9,4,7
Село,7,8,89,8,9,5,5
Город,7,8,89,8,9,8,6
Село,7,8,89,8,10,6,7
Село,7,8,89,9,4,7,9
Город,7,8,89,9,7,6,4
Село,7,8,89,9,8,8,5
Село,7,8,89,9,9,8,6
Город,7,8,89,9,9,10,5
Село,7,8,89,9,9,10,8
Село,7,8,89,9,9,89,9
Село,7,8,89,10,5,8,7
Село,7,8,89,10,7,5,8
Село,7,8,89,10,7,89,10
Город,7,8,89,10,8,8,6
Город,7,8,89,10,10,6,8
Город,7,8,89,10,10,8,7
Село,7,9,1,5,6,10,4
Город,7,9,1,6,7,7,7
Город,7,9,1,7,7,9,7
Город,7,9,1,7,7,89,7
Город,7,9,1,10,8,1,10
Город,7,9,2,8,9,9,6
Село,7,9,2,8,10,6,7
Село,7,9,2,9,8,8,8
Город,7,9,2,9,10,8,9
Село,7,9,3,6,5,8,7
Город,7,9,3,6,7,6,4
Село,7,9,3,7,6,9,6
Село,7,9,3,7,6,9,7
Село,7,9,3,7,7,9,6
Город,7,9,3,7,7,10,7
Село,7,9,3,7,7,89,7
Город,7,9,3,7,10,9,9
Село,7,9,3,7,10,89,7
Село,7,9,3,8,5,5,7
Город,7,9,3,8,5,8,7
Город,7,9,3,8,5,89,5
Город,7,9,3,8,6,9,10
Город,7,9,3,8,7,9,89
Село,7,9,3,8,8,9,7
Село,7,9,3,8,8,10,4
Город,7,9,3,8,9,9,4
Город,7,9,3,8,9,9,5
Город,7,9,3,8,9,9,6
Село,7,9,3,8,10,10,9
Село,7,9,3,9,8,8,5
Село,7,9,3,9,9,5,9
Город,7,9,4,4,6,8,7
Город,7,9,4,5,6,6,4
Город,7,9,4,5,6,89,7
Город,7,9,4,5,6,89,9
Город,7,9,4,5,8,9,7
Город,7,9,4,6,7,7,7
Город,7,9,4,6,8,7,8
Город,7,9,4,6,8,9,5
Город,7,9,4,6,9,9,6
Село,7,9,4,6,9,10,7
Село,7,9,4,6,10,9,6
Город,7,9,4,7,4,9,9
Село,7,9,4,7,6,1,7
Город,7,9,4,7,6,8,7
Село,7,9,4,7,6,8,7
Город,7,9,4,7,6,9,6
Город,7,9,4,7,7,5,7
Село,7,9,4,7,7,10,4
Село,7,9,4,7,7,10,8
Село,7,9,4,7,7,89,4
Село,7,9,4,7,7,89,9
Город,7,9,4,7,8,8,7
Село,7,9,4,7,8,9,4
Город,7,9,4,7,8,89,7
Село,7,9,4,7,8,89,7
Село,7,9,4,7,9,4,7
Город,7,9,4,7,9,9,10
Город,7,9,4,7,10,6,6
Город,7,9,4,7,10,8,7
Город,7,9,4,8,5,9,10
Город,7,9,4,8,7,8,6
Город,7,9,4,8,7,8,7
Село,7,9,4,8,7,89,10
Город,7,9,4,8,8,5,9
Село,7,9,4,8,8,7,8
Город,7,9,4,8,8,8,7
Село,7,9,4,8,8,9,8
Город,7,9,4,8,8,9,9
Город,7,9,4,8,8,10,8
Город,7,9,4,8,8,10,10
Село,7,9,4,8,8,89,7
Город,7,9,4,8,8,89,9
Село,7,9,4,8,9,8,8
Город,7,9,4,8,9,9,7
Село,7,9,4,8,9,9,89
Село,7,9,4,8,10,8,7
Село,7,9,4,8,10,89,9
Село,7,9,4,9,7,5,8
Село,7,9,4,9,8,8,10
Село,7,9,4,9,9,8,5
Город,7,9,4,9,9,8,9
Село,7,9,4,9,9,8,89
Город,7,9,4,9,9,9,9
Город,7,9,4,10,4,10,7
Село,7,9,4,10,5,89,8
Село,7,9,4,10,6,6,8
Город,7,9,4,10,7,10,5
Город,7,9,4,10,7,10,10
Село,7,9,4,10,8,1,8
Город,7,9,4,10,8,5,9
Город,7,9,4,10,10,7,8
Город,7,9,4,10,10,8,7
Город,7,9,4,10,10,10,8
Село,7,9,5,4,7,7,7
Город,7,9,5,4,7,9,7
Город,7,9,5,5,8,8,5
Город,7,9,5,5,8,10,6
Село,7,9,5,5,9,8,7
Село,7,9,5,5,9,8,10
Город,7,9,5,6,4,6,9
Город,7,9,5,6,5,9,7
Город,7,9,5,6,5,89,7
Город,7,9,5,6,6,89,9
Село,7,9,5,6,7,3,8
Село,7,9,5,6,7,5,7
Город,7,9,5,6,7,7,5
Село,7,9,5,6,7,7,9
Село,7,9,5,6,7,8,7
Село,7,9,5,6,7,8,8
Город,7,9,5,6,7,89,9
Город,7,9,5,6,8,7,7
Город,7,9,5,6,9,7,6
Город,7,9,5,6,10,9,7
Село,7,9,5,6,10,89,8
Город,7,9,5,7,5,89,6
Город,7,9,5,7,6,7,7
Город,7,9,5,7,6,7,8
Город,7,9,5,7,7,6,6
Город,7,9,5,7,7,7,4
Город,7,9,5,7,7,7,7
Город,7,9,5,7,7,7,10
Город,7,9,5,7,7,8,6
Село,7,9,5,7,7,8,7
Село,7,9,5,7,7,8,89
Город,7,9,5,7,7,9,7
Село,7,9,5,7,7,9,7
Город,7,9,5,7,7,9,8
Город,7,9,5,7,7,10,7
Город,7,9,5,7,7,89,7
Село,7,9,5,7,8,7,7
Город,7,9,5,7,8,8,7
Город,7,9,5,7,8,10,7
Город,7,9,5,7,8,10,8
Город,7,9,5,7,8,89,4
Город,7,9,5,7,8,89,5
Село,7,9,5,7,8,89,5
Город,7,9,5,7,8,89,9
Село,7,9,5,7,9,8,7
Село,7,9,5,7,9,9,6
Село,7,9,5,7,9,89,7
Город,7,9,5,7,10,8,7
Город,7,9,5,7,10,9,9
Город,7,9,5,8,4,7,5
Город,7,9,5,8,5,4,8
Село,7,9,5,8,5,7,4
Город,7,9,5,8,5,7,7
Город,7,9,5,8,5,7,8
Село,7,9,5,8,5,7,9
Село,7,9,5,8,6,5,7
Город,7,9,5,8,6,10,4
Город,7,9,5,8,6,89,6
Город,7,9,5,8,7,7,8
Село,7,9,5,8,7,8,7
Город,7,9,5,8,7,10,8
Село,7,9,5,8,7,89,5
Село,7,9,5,8,7,89,8
Город,7,9,5,8,8,6,8
Город,7,9,5,8,8,7,5
Город,7,9,5,8,8,7,6
Город,7,9,5,8,8,7,7
Город,7,9,5,8,8,7,8
Город,7,9,5,8,8,8,5
Город,7,9,5,8,8,9,4
Город,7,9,5,8,8,9,8
Город,7,9,5,8,8,10,6
Село,7,9,5,8,9,8,8
Село,7,9,5,8,9,8,9
Город,7,9,5,8,9,9,10
Село,7,9,5,8,9,9,10
Город,7,9,5,8,9,89,4
Село,7,9,5,8,9,89,5
Город,7,9,5,8,9,89,9
Село,7,9,5,8,10,9,6
Село,7,9,5,8,10,9,9
Село,7,9,5,8,10,10,8
Село,7,9,5,8,89,8,89
Город,7,9,5,9,4,9,9
Село,7,9,5,9,5,9,8
Село,7,9,5,9,6,8,7
Город,7,9,5,9,6,9,7
Село,7,9,5,9,6,9,8
Село,7,9,5,9,7,6,7
Село,7,9,5,9,7,8,7
Село,7,9,5,9,7,9,7
Село,7,9,5,9,8,7,10
Город,7,9,5,9,8,9,5
Село,7,9,5,9,8,9,5
Село,7,9,5,9,8,9,7
Город,7,9,5,9,8,10,10
Город,7,9,5,9,9,9,9
Село,7,9,5,9,10,9,9
Город,7,9,5,9,10,10,8
Село,7,9,5,10,4,89,9
Город,7,9,5,10,6,8,7
Город,7,9,5,10,7,8,6
Город,7,9,5,10,7,9,9
Город,7,9,5,10,7,10,8
Город,7,9,5,10,7,10,10
Село,7,9,5,10,8,7,8
Город,7,9,5,10,8,8,8
Село,7,9,5,10,8,9,9
Город,7,9,5,10,8,10,6
Село,7,9,5,10,8,10,8
Село,7,9,5,10,8,89,7
Город,7,9,5,10,9,7,8
Город,7,9,5,10,9,7,10
Село,7,9,5,10,9,9,8
Город,7,9,5,10,9,9,10
Село,7,9,5,10,9,9,10
Село,7,9,5,10,10,8,7
Село,7,9,5,89,7,8,7
Город,7,9,6,3,8,8,10
Город,7,9,6,4,5,89,7
Село,7,9,6,4,7,7,8
Село,7,9,6,4,7,89,8
Город,7,9,6,4,7,89,9
Село,7,9,6,4,9,8,7
Село,7,9,6,4,10,10,9
Город,7,9,6,5,6,9,8
Город,7,9,6,5,7,9,8
Село,7,9,6,5,7,10,7
Город,7,9,6,5,7,89,8
Город,7,9,6,5,8,8,9
Город,7,9,6,5,8,89,7
Село,7,9,6,5,9,9,7
Село,7,9,6,5,10,7,5
Село,7,9,6,5,10,8,7
Город,7,9,6,5,10,9,5
Город,7,9,6,5,10,9,8
Село,7,9,6,6,5,8,7
Город,7,9,6,6,6,89,7
Город,7,9,6,6,7,7,5
Город,7,9,6,6,7,7,6
Город,7,9,6,6,7,7,7
Село,7,9,6,6,8,5,8
Город,7,9,6,6,8,7,7
Село,7,9,6,6,8,7,8
Город,7,9,6,6,8,10,5
Село,7,9,6,6,8,89,7
Село,7,9,6,6,9,3,7
Город,7,9,6,6,9,7,6
Город,7,9,6,6,9,8,8
Город,7,9,6,6,9,8,9
Город,7,9,6,6,9,8,89
Город,7,9,6,7,5,9,9
Город,7,9,6,7,5,89,8
Город,7,9,6,7,6,5,7
Город,7,9,6,7,6,5,8
Город,7,9,6,7,6,6,6
Город,7,9,6,7,6,7,7
Село,7,9,6,7,6,7,7
Город,7,9,6,7,6,8,7
Село,7,9,6,7,6,8,7
Город,7,9,6,7,6,8,8
Город,7,9,6,7,6,9,6
Город,7,9,6,7,6,9,7
Село,7,9,6,7,6,89,6
Город,7,9,6,7,6,89,7
Село,7,9,6,7,6,89,7
Город,7,9,6,7,7,6,6
Город,7,9,6,7,7,7,7
Село,7,9,6,7,7,7,7
Город,7,9,6,7,7,8,5
Город,7,9,6,7,7,8,9
Город,7,9,6,7,7,8,10
Село,7,9,6,7,7,9,7
Село,7,9,6,7,7,9,8
Село,7,9,6,7,7,9,89
Город,7,9,6,7,7,10,7
Село,7,9,6,7,7,10,8
Село,7,9,6,7,7,89,6
Город,7,9,6,7,7,89,7
Город,7,9,6,7,8,5,8
Село,7,9,6,7,8,6,7
Село,7,9,6,7,8,7,6
Город,7,9,6,7,8,7,7
Село,7,9,6,7,8,7,7
Село,7,9,6,7,8,8,6
Город,7,9,6,7,8,8,7
Село,7,9,6,7,8,8,7
Город,7,9,6,7,8,8,8
Город,7,9,6,7,8,8,9
Город,7,9,6,7,8,9,6
Город,7,9,6,7,8,9,7
Село,7,9,6,7,8,10,5
Село,7,9,6,7,8,10,7
Город,7,9,6,7,8,10,9
Город,7,9,6,7,8,89,6
Село,7,9,6,7,8,89,6
Город,7,9,6,7,8,89,7
Город,7,9,6,7,9,5,7
Город,7,9,6,7,9,7,8
Город,7,9,6,7,9,8,5
Село,7,9,6,7,9,8,6
Город,7,9,6,7,9,8,7
Село,7,9,6,7,9,8,7
Село,7,9,6,7,9,8,10
Город,7,9,6,7,9,9,7
Село,7,9,6,7,10,5,7
Село,7,9,6,7,10,8,6
Город,7,9,6,7,10,8,8
Город,7,9,6,7,10,8,9
Село,7,9,6,7,10,10,7
Город,7,9,6,7,10,89,4
Город,7,9,6,8,5,6,5
Город,7,9,6,8,5,7,89
Город,7,9,6,8,5,8,10
Село,7,9,6,8,6,8,4
