Территория/Регион,Health,Housing Quality,Leisure Time,Life,Living Condition,Professional Wellbeing,Financial Situation
Мангистауская область,7,10,7,9,10,7,4
Восточно-Казахстанская область,7,10,7,9,10,7,7
Атырауская область,7,10,7,9,10,8,7
Алматинская область,7,10,7,9,10,9,7
Атырауская область,7,10,7,9,10,10,9
Павлодарская область,7,10,7,10,4,8,7
Актюбинская область,7,10,7,10,5,7,10
Абайская область,7,10,7,10,5,10,5
Жамбылская область,7,10,7,10,5,89,7
Алматинская область,7,10,7,10,6,8,8
Мангистауская область,7,10,7,10,6,9,8
Актюбинская область,7,10,7,10,6,89,10
Абайская область,7,10,7,10,7,4,9
Павлодарская область,7,10,7,10,7,7,6
Карагандинская область,7,10,7,10,7,7,7
Акмолинская область,7,10,7,10,7,7,8
Восточно-Казахстанская область,7,10,7,10,7,9,6
г. Астана,7,10,7,10,7,10,10
Западно - Казахстанская область,7,10,7,10,7,89,6
Жетісу область,7,10,7,10,7,89,8
Алматинская область,7,10,7,10,8,3,10
г. Астана,7,10,7,10,8,5,9
Восточно-Казахстанская область,7,10,7,10,8,7,5
Западно - Казахстанская область,7,10,7,10,8,8,7
Алматинская область,7,10,7,10,8,9,6
Акмолинская область,7,10,7,10,8,10,3
Карагандинская область,7,10,7,10,8,10,8
Костанайская область,7,10,7,10,8,89,8
Кызылординская область,7,10,7,10,9,6,8
Павлодарская область,7,10,7,10,9,8,8
Восточно-Казахстанская область,7,10,7,10,9,8,9
г. Астана,7,10,7,10,9,10,7
Алматинская область,7,10,7,10,9,10,9
Абайская область,7,10,7,10,9,89,6
Западно - Казахстанская область,7,10,7,10,9,89,7
Северо-Казахстанская область,7,10,7,10,9,89,7
Жамбылская область,7,10,7,10,10,6,10
Мангистауская область,7,10,7,10,10,8,7
Павлодарская область,7,10,7,10,10,8,7
Мангистауская область,7,10,7,10,10,8,10
Туркестанская область,7,10,8,3,9,4,8
Павлодарская область,7,10,8,4,6,7,7
Павлодарская область,7,10,8,4,6,7,8
Карагандинская область,7,10,8,4,7,5,7
г. Алматы,7,10,8,4,7,6,7
Атырауская область,7,10,8,4,7,7,10
г. Алматы,7,10,8,4,7,10,7
Северо-Казахстанская область,7,10,8,4,8,7,6
Туркестанская область,7,10,8,4,8,89,10
Алматинская область,7,10,8,5,6,8,10
Восточно-Казахстанская область,7,10,8,5,7,8,6
г. Алматы,7,10,8,5,7,89,5
Акмолинская область,7,10,8,5,8,9,8
Северо-Казахстанская область,7,10,8,5,9,8,5
Мангистауская область,7,10,8,5,9,8,7
Алматинская область,7,10,8,5,10,6,7
Жамбылская область,7,10,8,5,10,8,8
г. Астана,7,10,8,5,10,8,89
г. Астана,7,10,8,6,4,7,8
Восточно-Казахстанская область,7,10,8,6,4,8,8
Костанайская область,7,10,8,6,5,6,7
Актюбинская область,7,10,8,6,5,8,7
Восточно-Казахстанская область,7,10,8,6,6,8,7
г. Алматы,7,10,8,6,6,8,7
Павлодарская область,7,10,8,6,6,8,7
Жамбылская область,7,10,8,6,7,8,8
Кызылординская область,7,10,8,6,7,8,8
Павлодарская область,7,10,8,6,7,8,89
Костанайская область,7,10,8,6,7,9,8
Восточно-Казахстанская область,7,10,8,6,7,10,6
Мангистауская область,7,10,8,6,7,10,6
Акмолинская область,7,10,8,6,8,4,5
Актюбинская область,7,10,8,6,8,5,10
Павлодарская область,7,10,8,6,8,6,8
Карагандинская область,7,10,8,6,8,7,5
Акмолинская область,7,10,8,6,8,7,7
Жамбылская область,7,10,8,6,8,7,7
Мангистауская область,7,10,8,6,8,7,9
Костанайская область,7,10,8,6,8,8,6
г. Шымкент,7,10,8,6,8,8,8
Восточно-Казахстанская область,7,10,8,6,8,10,6
Западно - Казахстанская область,7,10,8,6,8,10,7
Ұлытау область,7,10,8,6,8,10,8
Акмолинская область,7,10,8,6,8,89,7
Мангистауская область,7,10,8,6,9,7,6
г. Алматы,7,10,8,6,9,7,9
Восточно-Казахстанская область,7,10,8,6,9,8,9
Карагандинская область,7,10,8,6,9,9,8
Акмолинская область,7,10,8,6,9,10,7
Павлодарская область,7,10,8,6,9,10,7
Восточно-Казахстанская область,7,10,8,6,9,89,4
Актюбинская область,7,10,8,6,9,89,8
г. Алматы,7,10,8,6,10,7,6
Кызылординская область,7,10,8,6,10,8,8
Атырауская область,7,10,8,6,10,10,10
Туркестанская область,7,10,8,6,10,10,10
Восточно-Казахстанская область,7,10,8,6,10,89,6
Туркестанская область,7,10,8,7,3,5,6
Кызылординская область,7,10,8,7,4,89,10
Карагандинская область,7,10,8,7,5,7,7
г. Шымкент,7,10,8,7,5,8,3
Атырауская область,7,10,8,7,5,8,6
г. Астана,7,10,8,7,5,8,6
г. Алматы,7,10,8,7,5,9,6
Актюбинская область,7,10,8,7,5,9,7
г. Астана,7,10,8,7,5,10,7
Северо-Казахстанская область,7,10,8,7,5,10,7
г. Астана,7,10,8,7,6,4,9
Кызылординская область,7,10,8,7,6,5,5
Мангистауская область,7,10,8,7,6,6,89
Карагандинская область,7,10,8,7,6,7,7
Мангистауская область,7,10,8,7,6,7,8
Павлодарская область,7,10,8,7,6,8,5
Карагандинская область,7,10,8,7,6,8,7
Восточно-Казахстанская область,7,10,8,7,6,9,7
Костанайская область,7,10,8,7,6,9,7
Павлодарская область,7,10,8,7,6,9,8
Карагандинская область,7,10,8,7,6,10,6
Жамбылская область,7,10,8,7,6,10,7
Жамбылская область,7,10,8,7,6,89,6
г. Алматы,7,10,8,7,6,89,7
Алматинская область,7,10,8,7,7,5,4
Мангистауская область,7,10,8,7,7,5,6
Алматинская область,7,10,8,7,7,5,7
г. Алматы,7,10,8,7,7,6,6
Актюбинская область,7,10,8,7,7,6,7
Костанайская область,7,10,8,7,7,6,7
Павлодарская область,7,10,8,7,7,6,7
Восточно-Казахстанская область,7,10,8,7,7,7,5
г. Шымкент,7,10,8,7,7,7,5
Восточно-Казахстанская область,7,10,8,7,7,7,6
г. Шымкент,7,10,8,7,7,7,6
Жетісу область,7,10,8,7,7,7,6
Павлодарская область,7,10,8,7,7,7,7
Северо-Казахстанская область,7,10,8,7,7,7,7
г. Алматы,7,10,8,7,7,7,8
Костанайская область,7,10,8,7,7,8,4
Акмолинская область,7,10,8,7,7,8,7
Жамбылская область,7,10,8,7,7,8,7
Костанайская область,7,10,8,7,7,8,7
Павлодарская область,7,10,8,7,7,8,7
Актюбинская область,7,10,8,7,7,8,8
Атырауская область,7,10,8,7,7,8,8
Костанайская область,7,10,8,7,7,8,8
г. Шымкент,7,10,8,7,7,9,4
Мангистауская область,7,10,8,7,7,9,6
г. Алматы,7,10,8,7,7,9,7
Кызылординская область,7,10,8,7,7,9,8
Ұлытау область,7,10,8,7,7,9,8
Восточно-Казахстанская область,7,10,8,7,7,9,10
Актюбинская область,7,10,8,7,7,10,7
Алматинская область,7,10,8,7,7,10,8
г. Шымкент,7,10,8,7,7,10,8
Туркестанская область,7,10,8,7,7,10,9
Карагандинская область,7,10,8,7,7,89,4
Туркестанская область,7,10,8,7,7,89,4
Актюбинская область,7,10,8,7,7,89,7
г. Астана,7,10,8,7,7,89,7
Павлодарская область,7,10,8,7,7,89,7
Жетісу область,7,10,8,7,7,89,8
Абайская область,7,10,8,7,7,89,9
Костанайская область,7,10,8,7,7,89,9
Абайская область,7,10,8,7,8,4,7
Туркестанская область,7,10,8,7,8,5,6
Актюбинская область,7,10,8,7,8,6,7
Атырауская область,7,10,8,7,8,6,7
Актюбинская область,7,10,8,7,8,6,8
Костанайская область,7,10,8,7,8,7,7
Мангистауская область,7,10,8,7,8,7,8
Павлодарская область,7,10,8,7,8,8,4
г. Астана,7,10,8,7,8,8,5
Жетісу область,7,10,8,7,8,8,6
Атырауская область,7,10,8,7,8,8,7
Восточно-Казахстанская область,7,10,8,7,8,8,7
г. Алматы,7,10,8,7,8,8,7
Жамбылская область,7,10,8,7,8,8,7
Жетісу область,7,10,8,7,8,8,7
Костанайская область,7,10,8,7,8,8,7
Туркестанская область,7,10,8,7,8,8,7
Атырауская область,7,10,8,7,8,8,8
г. Шымкент,7,10,8,7,8,8,9
Кызылординская область,7,10,8,7,8,8,10
Северо-Казахстанская область,7,10,8,7,8,8,10
Карагандинская область,7,10,8,7,8,9,6
Атырауская область,7,10,8,7,8,9,7
Костанайская область,7,10,8,7,8,9,7
Павлодарская область,7,10,8,7,8,9,7
Акмолинская область,7,10,8,7,8,9,8
Кызылординская область,7,10,8,7,8,9,8
Карагандинская область,7,10,8,7,8,10,7
Западно - Казахстанская область,7,10,8,7,8,10,8
Туркестанская область,7,10,8,7,8,10,8
Северо-Казахстанская область,7,10,8,7,8,10,9
Северо-Казахстанская область,7,10,8,7,8,89,6
Жамбылская область,7,10,8,7,8,89,7
Алматинская область,7,10,8,7,8,89,9
г. Астана,7,10,8,7,8,89,9
Туркестанская область,7,10,8,7,8,89,9
Жетісу область,7,10,8,7,8,89,10
г. Шымкент,7,10,8,7,9,5,8
Западно - Казахстанская область,7,10,8,7,9,6,7
Костанайская область,7,10,8,7,9,6,7
Жамбылская область,7,10,8,7,9,7,6
Восточно-Казахстанская область,7,10,8,7,9,7,7
Восточно-Казахстанская область,7,10,8,7,9,7,8
