AgeGroup,Health,Housing Quality,Leisure Time,Life,Living Condition,Professional Wellbeing,Financial Situation
18–28,7,10,8,7,7,8,7
39–48,7,10,8,7,7,8,7
49–57,7,10,8,7,7,8,7
58 и старше,7,10,8,7,7,8,7
18–28,7,10,8,7,7,8,8
29–38,7,10,8,7,7,8,8
39–48,7,10,8,7,7,8,8
29–38,7,10,8,7,7,9,4
29–38,7,10,8,7,7,9,6
15–17,7,10,8,7,7,9,7
39–48,7,10,8,7,7,9,8
58 и старше,7,10,8,7,7,9,8
39–48,7,10,8,7,7,9,10
49–57,7,10,8,7,7,10,7
15–17,7,10,8,7,7,10,8
58 и старше,7,10,8,7,7,10,8
29–38,7,10,8,7,7,10,9
29–38,7,10,8,7,7,89,4
58 и старше,7,10,8,7,7,89,4
18–28,7,10,8,7,7,89,7
29–38,7,10,8,7,7,89,7
39–48,7,10,8,7,7,89,7
49–57,7,10,8,7,7,89,7
29–38,7,10,8,7,7,89,8
29–38,7,10,8,7,7,89,9
39–48,7,10,8,7,8,4,7
15–17,7,10,8,7,8,5,6
29–38,7,10,8,7,8,6,7
49–57,7,10,8,7,8,6,7
15–17,7,10,8,7,8,6,8
39–48,7,10,8,7,8,7,7
15–17,7,10,8,7,8,7,8
39–48,7,10,8,7,8,8,4
18–28,7,10,8,7,8,8,5
49–57,7,10,8,7,8,8,6
29–38,7,10,8,7,8,8,7
39–48,7,10,8,7,8,8,7
49–57,7,10,8,7,8,8,7
58 и старше,7,10,8,7,8,8,7
58 и старше,7,10,8,7,8,8,8
49–57,7,10,8,7,8,8,9
29–38,7,10,8,7,8,8,10
58 и старше,7,10,8,7,8,8,10
58 и старше,7,10,8,7,8,9,6
18–28,7,10,8,7,8,9,7
49–57,7,10,8,7,8,9,7
58 и старше,7,10,8,7,8,9,7
18–28,7,10,8,7,8,9,8
49–57,7,10,8,7,8,9,8
58 и старше,7,10,8,7,8,10,7
18–28,7,10,8,7,8,10,8
58 и старше,7,10,8,7,8,10,8
58 и старше,7,10,8,7,8,10,9
29–38,7,10,8,7,8,89,6
18–28,7,10,8,7,8,89,7
39–48,7,10,8,7,8,89,7
18–28,7,10,8,7,8,89,9
39–48,7,10,8,7,8,89,9
29–38,7,10,8,7,8,89,10
39–48,7,10,8,7,9,5,8
18–28,7,10,8,7,9,6,7
58 и старше,7,10,8,7,9,6,7
39–48,7,10,8,7,9,7,6
58 и старше,7,10,8,7,9,7,7
58 и старше,7,10,8,7,9,7,8
39–48,7,10,8,7,9,7,9
58 и старше,7,10,8,7,9,8,4
49–57,7,10,8,7,9,8,6
58 и старше,7,10,8,7,9,8,7
29–38,7,10,8,7,9,8,8
29–38,7,10,8,7,9,9,6
18–28,7,10,8,7,9,9,10
49–57,7,10,8,7,9,10,6
39–48,7,10,8,7,9,10,7
18–28,7,10,8,7,9,10,8
39–48,7,10,8,7,9,89,4
58 и старше,7,10,8,7,9,89,7
58 и старше,7,10,8,7,9,89,8
49–57,7,10,8,7,10,7,7
58 и старше,7,10,8,7,10,7,7
58 и старше,7,10,8,7,10,8,5
29–38,7,10,8,7,10,8,6
29–38,7,10,8,7,10,8,7
39–48,7,10,8,7,10,8,7
49–57,7,10,8,7,10,8,7
29–38,7,10,8,7,10,8,8
39–48,7,10,8,7,10,9,7
49–57,7,10,8,7,10,9,7
58 и старше,7,10,8,7,10,9,7
58 и старше,7,10,8,7,10,10,5
58 и старше,7,10,8,7,10,10,8
29–38,7,10,8,7,10,10,89
39–48,7,10,8,8,4,6,8
58 и старше,7,10,8,8,5,8,6
39–48,7,10,8,8,6,8,6
29–38,7,10,8,8,6,9,7
58 и старше,7,10,8,8,7,5,5
49–57,7,10,8,8,7,6,6
39–48,7,10,8,8,7,7,8
49–57,7,10,8,8,7,8,8
18–28,7,10,8,8,7,8,9
49–57,7,10,8,8,7,8,9
58 и старше,7,10,8,8,7,8,9
58 и старше,7,10,8,8,7,9,5
58 и старше,7,10,8,8,7,9,7
29–38,7,10,8,8,7,9,9
18–28,7,10,8,8,7,10,8
15–17,7,10,8,8,7,89,6
39–48,7,10,8,8,7,89,6
58 и старше,7,10,8,8,7,89,7
39–48,7,10,8,8,8,5,7
49–57,7,10,8,8,8,5,7
49–57,7,10,8,8,8,6,7
18–28,7,10,8,8,8,7,8
29–38,7,10,8,8,8,7,8
39–48,7,10,8,8,8,7,8
49–57,7,10,8,8,8,7,8
58 и старше,7,10,8,8,8,7,8
29–38,7,10,8,8,8,8,5
29–38,7,10,8,8,8,8,6
39–48,7,10,8,8,8,8,7
49–57,7,10,8,8,8,8,7
58 и старше,7,10,8,8,8,8,7
58 и старше,7,10,8,8,8,8,8
49–57,7,10,8,8,8,8,9
58 и старше,7,10,8,8,8,8,9
29–38,7,10,8,8,8,9,6
29–38,7,10,8,8,8,9,7
58 и старше,7,10,8,8,8,9,7
29–38,7,10,8,8,8,9,8
58 и старше,7,10,8,8,8,9,8
58 и старше,7,10,8,8,8,9,9
49–57,7,10,8,8,8,10,7
58 и старше,7,10,8,8,8,10,8
18–28,7,10,8,8,8,89,7
58 и старше,7,10,8,8,8,89,7
29–38,7,10,8,8,8,89,8
58 и старше,7,10,8,8,8,89,8
39–48,7,10,8,8,8,89,9
58 и старше,7,10,8,8,9,6,4
58 и старше,7,10,8,8,9,7,6
58 и старше,7,10,8,8,9,7,7
39–48,7,10,8,8,9,7,8
18–28,7,10,8,8,9,8,7
58 и старше,7,10,8,8,9,8,8
18–28,7,10,8,8,9,9,6
49–57,7,10,8,8,9,9,8
58 и старше,7,10,8,8,10,5,4
29–38,7,10,8,8,10,7,5
18–28,7,10,8,8,10,8,6
29–38,7,10,8,8,10,9,10
58 и старше,7,10,8,8,89,9,7
15–17,7,10,8,8,89,89,5
29–38,7,10,8,9,5,4,7
58 и старше,7,10,8,9,5,7,9
49–57,7,10,8,9,5,10,9
18–28,7,10,8,9,6,6,6
39–48,7,10,8,9,6,7,6
18–28,7,10,8,9,6,8,7
58 и старше,7,10,8,9,6,8,8
39–48,7,10,8,9,6,8,10
49–57,7,10,8,9,6,9,5
29–38,7,10,8,9,6,9,8
49–57,7,10,8,9,6,10,5
49–57,7,10,8,9,7,5,9
58 и старше,7,10,8,9,7,8,5
39–48,7,10,8,9,7,8,8
49–57,7,10,8,9,7,8,8
39–48,7,10,8,9,7,10,10
29–38,7,10,8,9,7,10,89
29–38,7,10,8,9,7,89,10
49–57,7,10,8,9,8,4,8
58 и старше,7,10,8,9,8,5,9
39–48,7,10,8,9,8,6,10
58 и старше,7,10,8,9,8,7,5
49–57,7,10,8,9,8,7,9
15–17,7,10,8,9,8,8,8
29–38,7,10,8,9,8,8,8
29–38,7,10,8,9,8,8,10
49–57,7,10,8,9,8,9,6
58 и старше,7,10,8,9,8,9,6
29–38,7,10,8,9,8,9,8
29–38,7,10,8,9,8,9,9
58 и старше,7,10,8,9,8,10,6
15–17,7,10,8,9,8,10,7
58 и старше,7,10,8,9,8,10,9
58 и старше,7,10,8,9,8,89,7
29–38,7,10,8,9,9,4,8
29–38,7,10,8,9,9,6,9
18–28,7,10,8,9,9,7,10
18–28,7,10,8,9,9,8,7
58 и старше,7,10,8,9,9,9,8
39–48,7,10,8,9,9,10,8
29–38,7,10,8,9,9,10,10
58 и старше,7,10,8,9,9,89,4
29–38,7,10,8,9,9,89,7
49–57,7,10,8,9,10,7,9
58 и старше,7,10,8,9,10,8,8
29–38,7,10,8,9,10,8,9
29–38,7,10,8,9,10,9,8
39–48,7,10,8,9,10,10,6
18–28,7,10,8,10,4,7,6
49–57,7,10,8,10,4,8,8
39–48,7,10,8,10,4,89,8
58 и старше,7,10,8,10,5,89,7
58 и старше,7,10,8,10,6,7,8
29–38,7,10,8,10,6,7,89
49–57,7,10,8,10,6,8,5
39–48,7,10,8,10,6,10,7
18–28,7,10,8,10,6,10,9
29–38,7,10,8,10,6,89,7
18–28,7,10,8,10,7,6,6
58 и старше,7,10,8,10,7,7,5
49–57,7,10,8,10,7,7,7
58 и старше,7,10,8,10,7,8,5
49–57,7,10,8,10,7,8,8
18–28,7,10,8,10,7,10,9
58 и старше,7,10,8,10,7,10,9
18–28,7,10,8,10,7,89,5
29–38,7,10,8,10,7,89,8
18–28,7,10,8,10,7,89,10
49–57,7,10,8,10,8,5,7
49–57,7,10,8,10,8,6,8
39–48,7,10,8,10,8,7,7
58 и старше,7,10,8,10,8,8,7
29–38,7,10,8,10,8,9,6
49–57,7,10,8,10,8,9,8
58 и старше,7,10,8,10,8,9,8
58 и старше,7,10,8,10,8,10,10
15–17,7,10,8,10,8,10,89
29–38,7,10,8,10,8,10,89
58 и старше,7,10,8,10,8,89,9
39–48,7,10,8,10,9,7,4
49–57,7,10,8,10,9,7,9
58 и старше,7,10,8,10,9,8,4
49–57,7,10,8,10,9,9,6
49–57,7,10,8,10,9,9,9
58 и старше,7,10,8,10,9,9,10
29–38,7,10,8,10,9,10,3
39–48,7,10,8,10,9,10,8
49–57,7,10,8,10,9,89,10
39–48,7,10,8,10,10,5,10
49–57,7,10,8,10,10,5,89
29–38,7,10,8,10,10,10,10
58 и старше,7,10,9,4,9,89,8
29–38,7,10,9,5,7,4,5
49–57,7,10,9,5,8,7,4
39–48,7,10,9,5,9,8,5
58 и старше,7,10,9,5,9,89,8
58 и старше,7,10,9,5,10,10,4
58 и старше,7,10,9,6,5,9,7
58 и старше,7,10,9,6,6,4,9
18–28,7,10,9,6,6,10,5
58 и старше,7,10,9,6,6,10,7
58 и старше,7,10,9,6,7,5,9
15–17,7,10,9,6,7,6,10
49–57,7,10,9,6,7,7,5
49–57,7,10,9,6,7,7,7
29–38,7,10,9,6,7,8,7
39–48,7,10,9,6,7,8,7
15–17,7,10,9,6,7,9,89
49–57,7,10,9,6,7,89,6
49–57,7,10,9,6,8,4,6
15–17,7,10,9,6,8,5,8
49–57,7,10,9,6,8,7,7
58 и старше,7,10,9,6,8,8,7
15–17,7,10,9,6,8,8,9
29–38,7,10,9,6,8,8,9
49–57,7,10,9,6,8,89,4
29–38,7,10,9,6,9,8,7
49–57,7,10,9,6,9,9,7
58 и старше,7,10,9,6,9,10,8
58 и старше,7,10,9,6,9,89,7
58 и старше,7,10,9,7,4,5,89
58 и старше,7,10,9,7,4,89,4
15–17,7,10,9,7,5,7,7
29–38,7,10,9,7,5,8,7
39–48,7,10,9,7,6,7,9
39–48,7,10,9,7,6,8,7
58 и старше,7,10,9,7,6,8,7
58 и старше,7,10,9,7,6,8,9
29–38,7,10,9,7,6,10,7
39–48,7,10,9,7,6,89,4
58 и старше,7,10,9,7,7,4,5
29–38,7,10,9,7,7,5,6
29–38,7,10,9,7,7,6,4
29–38,7,10,9,7,7,7,6
15–17,7,10,9,7,7,7,7
58 и старше,7,10,9,7,7,7,7
49–57,7,10,9,7,7,7,9
58 и старше,7,10,9,7,7,7,9
29–38,7,10,9,7,7,8,6
49–57,7,10,9,7,7,8,6
49–57,7,10,9,7,7,8,7
29–38,7,10,9,7,7,8,8
49–57,7,10,9,7,7,8,8
49–57,7,10,9,7,7,9,6
49–57,7,10,9,7,7,9,7
49–57,7,10,9,7,7,89,7
58 и старше,7,10,9,7,7,89,7
39–48,7,10,9,7,7,89,8
58 и старше,7,10,9,7,8,4,7
29–38,7,10,9,7,8,5,7
39–48,7,10,9,7,8,7,7
49–57,7,10,9,7,8,7,8
58 и старше,7,10,9,7,8,7,8
18–28,7,10,9,7,8,8,4
29–38,7,10,9,7,8,8,6
29–38,7,10,9,7,8,8,7
39–48,7,10,9,7,8,8,7
49–57,7,10,9,7,8,8,7
49–57,7,10,9,7,8,9,4
39–48,7,10,9,7,8,9,6
39–48,7,10,9,7,8,9,7
49–57,7,10,9,7,8,10,7
49–57,7,10,9,7,8,89,7
58 и старше,7,10,9,7,8,89,7
15–17,7,10,9,7,9,6,8
29–38,7,10,9,7,9,8,5
39–48,7,10,9,7,9,8,7
49–57,7,10,9,7,9,8,7
18–28,7,10,9,7,9,9,8
58 и старше,7,10,9,7,9,10,7
29–38,7,10,9,7,9,89,7
39–48,7,10,9,7,9,89,7
49–57,7,10,9,7,9,89,9
58 и старше,7,10,9,7,10,4,6
29–38,7,10,9,7,10,7,4
49–57,7,10,9,7,10,8,5
29–38,7,10,9,7,10,8,6
58 и старше,7,10,9,7,10,8,6
29–38,7,10,9,7,10,8,7
58 и старше,7,10,9,7,10,8,7
18–28,7,10,9,7,10,9,6
49–57,7,10,9,7,10,9,7
15–17,7,10,9,7,10,10,7
39–48,7,10,9,7,10,10,7
49–57,7,10,9,7,10,89,8
29–38,7,10,9,7,10,89,9
39–48,7,10,9,8,4,8,8
58 и старше,7,10,9,8,5,7,8
29–38,7,10,9,8,5,89,7
49–57,7,10,9,8,6,7,9
29–38,7,10,9,8,6,10,9
58 и старше,7,10,9,8,7,5,8
58 и старше,7,10,9,8,7,7,5
58 и старше,7,10,9,8,7,7,6
58 и старше,7,10,9,8,7,8,6
39–48,7,10,9,8,7,8,8
29–38,7,10,9,8,7,9,7
39–48,7,10,9,8,7,10,7
58 и старше,7,10,9,8,7,89,6
39–48,7,10,9,8,7,89,7
58 и старше,7,10,9,8,7,89,7
58 и старше,7,10,9,8,7,89,8
49–57,7,10,9,8,7,89,89
15–17,7,10,9,8,8,5,7
49–57,7,10,9,8,8,7,6
18–28,7,10,9,8,8,7,8
29–38,7,10,9,8,8,7,10
15–17,7,10,9,8,8,7,89
58 и старше,7,10,9,8,8,8,6
49–57,7,10,9,8,8,8,7
58 и старше,7,10,9,8,8,8,7
29–38,7,10,9,8,8,8,8
58 и старше,7,10,9,8,8,8,8
49–57,7,10,9,8,8,8,9
58 и старше,7,10,9,8,8,8,10
58 и старше,7,10,9,8,8,8,89
58 и старше,7,10,9,8,8,9,5
18–28,7,10,9,8,8,9,7
58 и старше,7,10,9,8,8,9,8
49–57,7,10,9,8,8,9,9
29–38,7,10,9,8,8,10,4
49–57,7,10,9,8,8,10,7
18–28,7,10,9,8,8,10,8
29–38,7,10,9,8,8,10,8
49–57,7,10,9,8,8,10,8
39–48,7,10,9,8,8,89,8
18–28,7,10,9,8,9,9,8
49–57,7,10,9,8,9,9,8
49–57,7,10,9,8,9,10,8
39–48,7,10,9,8,10,4,8
49–57,7,10,9,8,10,5,8
58 и старше,7,10,9,8,10,7,9
18–28,7,10,9,8,10,8,8
49–57,7,10,9,8,10,9,10
39–48,7,10,9,8,10,10,5
18–28,7,10,9,8,10,89,7
49–57,7,10,9,9,2,10,5
29–38,7,10,9,9,5,8,9
15–17,7,10,9,9,5,89,7
58 и старше,7,10,9,9,6,8,9
49–57,7,10,9,9,6,9,6
18–28,7,10,9,9,7,7,4
58 и старше,7,10,9,9,7,7,7
29–38,7,10,9,9,7,8,5
49–57,7,10,9,9,7,8,7
58 и старше,7,10,9,9,7,8,7
58 и старше,7,10,9,9,7,9,5
58 и старше,7,10,9,9,7,9,7
49–57,7,10,9,9,7,10,5
58 и старше,7,10,9,9,7,10,7
29–38,7,10,9,9,7,89,6
58 и старше,7,10,9,9,7,89,8
29–38,7,10,9,9,7,89,9
58 и старше,7,10,9,9,8,4,7
39–48,7,10,9,9,8,5,5
18–28,7,10,9,9,8,7,8
49–57,7,10,9,9,8,8,7
29–38,7,10,9,9,8,8,8
39–48,7,10,9,9,8,8,8
49–57,7,10,9,9,8,10,6
58 и старше,7,10,9,9,8,10,9
39–48,7,10,9,9,8,89,8
18–28,7,10,9,9,8,89,9
58 и старше,7,10,9,9,8,89,9
18–28,7,10,9,9,9,6,7
49–57,7,10,9,9,9,8,5
39–48,7,10,9,9,9,8,9
18–28,7,10,9,9,9,89,7
39–48,7,10,9,9,9,89,7
29–38,7,10,9,9,10,7,6
18–28,7,10,9,9,10,8,8
29–38,7,10,9,9,10,89,8
29–38,7,10,9,10,4,89,7
39–48,7,10,9,10,5,4,7
18–28,7,10,9,10,5,8,6
29–38,7,10,9,10,5,8,9
58 и старше,7,10,9,10,5,9,7
29–38,7,10,9,10,6,5,9
58 и старше,7,10,9,10,6,10,9
58 и старше,7,10,9,10,7,5,6
18–28,7,10,9,10,7,8,8
18–28,7,10,9,10,7,8,9
29–38,7,10,9,10,7,10,7
49–57,7,10,9,10,8,8,6
18–28,7,10,9,10,8,8,7
58 и старше,7,10,9,10,8,8,7
58 и старше,7,10,9,10,8,9,10
39–48,7,10,9,10,8,10,8
29–38,7,10,9,10,9,7,7
58 и старше,7,10,9,10,9,8,4
18–28,7,10,9,10,9,89,8
58 и старше,7,10,9,10,10,8,9
58 и старше,7,10,9,10,10,8,89
15–17,7,10,9,10,10,10,8
49–57,7,10,9,10,10,10,8
49–57,7,10,10,3,89,9,8
49–57,7,10,10,4,6,7,6
49–57,7,10,10,4,6,89,5
29–38,7,10,10,4,7,8,8
58 и старше,7,10,10,4,8,8,10
29–38,7,10,10,4,10,5,8
15–17,7,10,10,5,5,89,7
29–38,7,10,10,5,7,5,5
29–38,7,10,10,5,7,6,10
29–38,7,10,10,5,7,7,8
18–28,7,10,10,5,7,9,7
58 и старше,7,10,10,5,7,10,6
29–38,7,10,10,5,7,89,5
49–57,7,10,10,5,7,89,7
18–28,7,10,10,5,8,8,8
18–28,7,10,10,5,8,9,6
18–28,7,10,10,5,9,6,4
58 и старше,7,10,10,5,9,89,5
18–28,7,10,10,6,5,89,4
39–48,7,10,10,6,5,89,4
58 и старше,7,10,10,6,6,7,7
58 и старше,7,10,10,6,6,8,4
18–28,7,10,10,6,6,9,9
29–38,7,10,10,6,6,10,7
49–57,7,10,10,6,6,89,6
39–48,7,10,10,6,7,6,8
15–17,7,10,10,6,7,8,7
29–38,7,10,10,6,7,8,7
49–57,7,10,10,6,7,9,9
29–38,7,10,10,6,7,10,8
58 и старше,7,10,10,6,7,89,4
58 и старше,7,10,10,6,7,89,6
58 и старше,7,10,10,6,7,89,7
49–57,7,10,10,6,7,89,9
49–57,7,10,10,6,8,7,5
49–57,7,10,10,6,8,89,8
15–17,7,10,10,6,9,8,7
58 и старше,7,10,10,6,9,9,8
58 и старше,7,10,10,6,10,5,89
18–28,7,10,10,6,10,7,4
39–48,7,10,10,6,10,9,9
29–38,7,10,10,6,10,9,10
39–48,7,10,10,7,3,9,7
18–28,7,10,10,7,4,7,8
39–48,7,10,10,7,5,6,8
29–38,7,10,10,7,5,89,7
18–28,7,10,10,7,6,5,10
58 и старше,7,10,10,7,6,7,6
58 и старше,7,10,10,7,6,8,6
49–57,7,10,10,7,6,8,7
39–48,7,10,10,7,6,9,6
39–48,7,10,10,7,6,9,7
39–48,7,10,10,7,6,9,10
49–57,7,10,10,7,6,89,8
39–48,7,10,10,7,7,5,7
49–57,7,10,10,7,7,5,7
58 и старше,7,10,10,7,7,5,8
15–17,7,10,10,7,7,6,7
58 и старше,7,10,10,7,7,6,8
29–38,7,10,10,7,7,6,10
39–48,7,10,10,7,7,7,5
39–48,7,10,10,7,7,7,9
58 и старше,7,10,10,7,7,7,9
39–48,7,10,10,7,7,8,7
58 и старше,7,10,10,7,7,8,8
39–48,7,10,10,7,7,8,9
49–57,7,10,10,7,7,9,7
18–28,7,10,10,7,7,10,7
29–38,7,10,10,7,7,10,7
29–38,7,10,10,7,7,10,9
58 и старше,7,10,10,7,7,10,9
18–28,7,10,10,7,7,89,7
15–17,7,10,10,7,8,5,7
58 и старше,7,10,10,7,8,6,7
58 и старше,7,10,10,7,8,7,6
58 и старше,7,10,10,7,8,7,8
29–38,7,10,10,7,8,7,9
58 и старше,7,10,10,7,8,8,6
39–48,7,10,10,7,8,8,7
49–57,7,10,10,7,8,8,7
49–57,7,10,10,7,8,8,8
29–38,7,10,10,7,8,9,7
49–57,7,10,10,7,8,9,7
18–28,7,10,10,7,8,89,6
58 и старше,7,10,10,7,8,89,6
39–48,7,10,10,7,8,89,7
18–28,7,10,10,7,8,89,10
29–38,7,10,10,7,9,6,3
39–48,7,10,10,7,9,6,9
18–28,7,10,10,7,9,7,9
49–57,7,10,10,7,9,8,7
58 и старше,7,10,10,7,9,8,7
58 и старше,7,10,10,7,9,8,8
58 и старше,7,10,10,7,9,10,10
58 и старше,7,10,10,7,9,89,6
29–38,7,10,10,7,10,7,6
58 и старше,7,10,10,7,10,7,6
18–28,7,10,10,7,10,7,7
18–28,7,10,10,7,10,9,6
58 и старше,7,10,10,7,10,10,10
49–57,7,10,10,8,4,9,9
39–48,7,10,10,8,5,5,5
39–48,7,10,10,8,5,89,7
39–48,7,10,10,8,6,8,6
15–17,7,10,10,8,6,89,6
29–38,7,10,10,8,7,4,9
58 и старше,7,10,10,8,7,7,8
58 и старше,7,10,10,8,7,8,7
49–57,7,10,10,8,7,8,9
29–38,7,10,10,8,7,10,5
58 и старше,7,10,10,8,7,10,5
29–38,7,10,10,8,7,10,7
39–48,7,10,10,8,7,89,4
29–38,7,10,10,8,8,7,4
39–48,7,10,10,8,8,7,8
49–57,7,10,10,8,8,8,4
58 и старше,7,10,10,8,8,8,8
49–57,7,10,10,8,8,8,9
18–28,7,10,10,8,8,9,6
39–48,7,10,10,8,8,9,6
29–38,7,10,10,8,8,9,8
49–57,7,10,10,8,8,9,10
18–28,7,10,10,8,8,10,10
29–38,7,10,10,8,8,89,7
58 и старше,7,10,10,8,9,8,6
58 и старше,7,10,10,8,9,9,9
58 и старше,7,10,10,8,9,10,10
39–48,7,10,10,8,10,7,8
58 и старше,7,10,10,8,10,7,9
49–57,7,10,10,8,10,9,6
29–38,7,10,10,8,10,9,7
49–57,7,10,10,8,10,10,8
29–38,7,10,10,9,5,89,9
39–48,7,10,10,9,6,4,5
49–57,7,10,10,9,6,6,8
58 и старше,7,10,10,9,6,10,6
39–48,7,10,10,9,7,8,7
39–48,7,10,10,9,7,8,89
58 и старше,7,10,10,9,7,10,7
29–38,7,10,10,9,8,7,5
18–28,7,10,10,9,8,7,6
29–38,7,10,10,9,8,7,8
39–48,7,10,10,9,8,9,6
58 и старше,7,10,10,9,8,9,7
39–48,7,10,10,9,8,10,8
18–28,7,10,10,9,8,89,7
58 и старше,7,10,10,9,8,89,8
29–38,7,10,10,9,9,7,7
39–48,7,10,10,9,9,7,8
29–38,7,10,10,9,9,7,9
18–28,7,10,10,9,9,8,8
39–48,7,10,10,9,9,8,8
39–48,7,10,10,9,9,89,10
58 и старше,7,10,10,9,10,89,4
49–57,7,10,10,9,10,89,10
29–38,7,10,10,10,4,6,7
58 и старше,7,10,10,10,4,6,8
58 и старше,7,10,10,10,4,10,8
39–48,7,10,10,10,5,8,6
58 и старше,7,10,10,10,5,10,10
49–57,7,10,10,10,6,6,9
49–57,7,10,10,10,6,8,7
29–38,7,10,10,10,7,4,8
49–57,7,10,10,10,7,4,10
39–48,7,10,10,10,7,9,6
18–28,7,10,10,10,7,9,7
18–28,7,10,10,10,7,10,3
39–48,7,10,10,10,7,10,7
58 и старше,7,10,10,10,7,89,9
39–48,7,10,10,10,8,5,10
58 и старше,7,10,10,10,8,8,7
18–28,7,10,10,10,8,9,6
49–57,7,10,10,10,8,9,7
58 и старше,7,10,10,10,8,10,4
58 и старше,7,10,10,10,8,89,4
15–17,7,10,10,10,8,89,10
58 и старше,7,10,10,10,9,7,10
18–28,7,10,10,10,9,8,8
39–48,7,10,10,10,9,8,8
58 и старше,7,10,10,10,9,8,8
29–38,7,10,10,10,9,9,6
49–57,7,10,10,10,9,9,9
58 и старше,7,10,10,10,9,9,10
58 и старше,7,10,10,10,9,10,6
39–48,7,10,10,10,9,89,10
49–57,7,10,10,10,10,7,7
58 и старше,7,10,10,10,10,7,10
49–57,7,10,10,89,7,8,7
29–38,7,10,89,6,7,7,5
49–57,7,10,89,7,6,8,8
58 и старше,7,10,89,7,7,6,9
58 и старше,7,10,89,7,7,8,8
58 и старше,7,10,89,7,9,8,7
39–48,7,10,89,7,10,4,7
58 и старше,7,10,89,8,6,7,6
29–38,7,10,89,8,8,8,4
29–38,7,10,89,9,5,9,8
18–28,7,10,89,9,7,89,8
15–17,7,10,89,9,9,7,10
29–38,7,10,89,9,9,89,9
58 и старше,7,10,89,10,4,8,6
58 и старше,7,10,89,10,8,8,8
29–38,7,10,89,10,8,10,7
58 и старше,7,10,89,10,8,10,8
39–48,7,89,1,8,10,8,8
29–38,7,89,1,9,7,7,7
39–48,7,89,3,7,5,8,6
29–38,7,89,3,9,6,6,10
39–48,7,89,3,10,8,8,89
29–38,7,89,4,5,6,8,4
18–28,7,89,4,6,6,89,89
29–38,7,89,4,7,3,2,5
58 и старше,7,89,4,7,7,6,9
18–28,7,89,4,7,7,7,10
29–38,7,89,4,7,8,7,9
58 и старше,7,89,4,8,5,8,7
58 и старше,7,89,4,10,10,10,8
58 и старше,7,89,5,6,6,7,7
39–48,7,89,5,6,8,10,9
29–38,7,89,5,7,6,6,7
39–48,7,89,5,7,8,9,9
29–38,7,89,5,7,10,89,7
58 и старше,7,89,5,9,7,89,6
49–57,7,89,5,10,7,8,8
39–48,7,89,5,10,8,7,9
29–38,7,89,5,10,10,9,7
39–48,7,89,6,3,6,6,5
58 и старше,7,89,6,6,8,10,6
29–38,7,89,6,6,10,8,4
15–17,7,89,6,7,8,8,7
29–38,7,89,6,8,9,5,6
29–38,7,89,6,8,9,8,7
39–48,7,89,6,9,7,9,89
29–38,7,89,6,9,8,8,8
29–38,7,89,6,9,9,89,4
18–28,7,89,7,3,8,6,5
29–38,7,89,7,4,89,5,89
29–38,7,89,7,6,6,89,6
58 и старше,7,89,7,7,5,89,7
39–48,7,89,7,7,6,8,8
29–38,7,89,7,7,7,8,7
58 и старше,7,89,7,7,9,10,8
29–38,7,89,7,8,4,9,5
58 и старше,7,89,7,8,7,10,5
58 и старше,7,89,7,9,4,89,4
58 и старше,7,89,7,10,4,9,6
29–38,7,89,7,10,6,6,89
29–38,7,89,7,10,6,10,5
39–48,7,89,7,10,8,9,8
49–57,7,89,7,10,9,7,8
58 и старше,7,89,8,5,6,6,5
39–48,7,89,8,6,5,9,5
15–17,7,89,8,6,6,4,89
58 и старше,7,89,8,6,6,89,7
58 и старше,7,89,8,6,7,89,10
18–28,7,89,8,6,8,9,5
29–38,7,89,8,7,7,5,6
29–38,7,89,8,7,7,7,7
58 и старше,7,89,8,7,7,89,7
49–57,7,89,8,7,8,7,7
39–48,7,89,8,7,8,8,8
29–38,7,89,8,7,9,7,6
39–48,7,89,8,7,10,7,5
29–38,7,89,8,7,10,8,6
49–57,7,89,8,8,4,8,5
39–48,7,89,8,8,8,5,7
58 и старше,7,89,8,8,8,10,9
39–48,7,89,8,9,4,7,10
39–48,7,89,8,9,5,6,7
29–38,7,89,8,9,7,10,4
39–48,7,89,8,9,7,10,9
49–57,7,89,8,9,8,4,7
29–38,7,89,8,9,9,8,6
58 и старше,7,89,8,10,5,10,5
58 и старше,7,89,8,10,7,8,6
39–48,7,89,8,10,9,7,6
18–28,7,89,9,5,7,6,4
58 и старше,7,89,9,6,7,5,3
58 и старше,7,89,9,7,7,10,7
39–48,7,89,9,8,6,7,9
29–38,7,89,9,8,9,89,4
18–28,7,89,9,9,5,7,10
58 и старше,7,89,9,9,7,9,7
58 и старше,7,89,9,9,8,9,7
29–38,7,89,9,9,8,89,5
58 и старше,7,89,9,10,7,6,7
15–17,7,89,10,6,9,9,7
29–38,7,89,10,7,5,4,89
18–28,7,89,10,7,5,8,6
39–48,7,89,10,7,9,7,9
58 и старше,7,89,10,8,5,8,9
49–57,7,89,10,8,7,9,5
18–28,7,89,10,8,7,89,8
58 и старше,7,89,10,9,9,10,9
39–48,7,89,89,9,6,10,89
29–38,8,1,3,4,9,7,8
29–38,8,1,4,7,6,8,7
29–38,8,1,4,8,9,8,5
39–48,8,1,4,9,7,10,4
18–28,8,1,4,9,7,89,9
39–48,8,1,4,9,8,7,9
39–48,8,1,4,10,7,89,8
39–48,8,1,5,6,5,8,8
